time,time_abs,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,q_des1,q_des2,q_des3,q_des4,q_des5,q_des6,qd_des1,qd_des2,qd_des3,qd_des4,qd_des5,qd_des6,qdd_des1,qdd_des2,qdd_des3,qdd_des4,qdd_des5,qdd_des6,px,py,pz,px_des,py_des,pz_des,cmd_x,cmd_y,cmd_z,sat1,sat2,sat3,sat4,sat5,sat6,pert_enabled
0.020193214,1772663219.5893717,-0.03704371675848961,0.9417625665664673,2.1010820865631104,-0.01131310872733593,1.1827630996704102,-0.2003762423992157,-7.067758849524537e-16,3.6637359812630166e-15,2.030122192925245e-15,4.0840347355422253e-16,1.0785023819043118e-15,1.2371057013876537e-15,0.0,0.0,0.0,0.0,0.0,0.0,-6.769699044394746,-6.769699044394746,-1.0086718422823742,-0.30555170587246916,-46.12279569842235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.1560408699990809,0.12488820981444815,False,False,False,False,False,False,0
0.04029526,1772663219.6094737,-0.03704371675848961,0.9417625665664673,2.1010820865631104,-0.01131310872733593,1.1827630996704102,-0.2003762423992157,-7.067758849524537e-16,3.6637359812630166e-15,2.030122192925245e-15,4.0840347355422253e-16,1.0785023819043118e-15,1.2371057013876537e-15,-0.13539398088789492,-0.13539398088789492,-0.020173436845647482,-0.006111034117449383,-0.9224559139684471,0.0,-3.626548133737746,-3.626548133737746,-1.2344946926136287,-0.21658245256279066,-12.905092130384848,0.0,157.15754553284998,157.15754553284998,-11.291142516562724,4.448462665483925,1660.8851784018752,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.1560408699990809,0.12488820981444815,False,False,False,False,False,False,0
0.060290704,1772663219.6294692,-0.03704371675848961,0.9417625665664673,2.1010820865631104,-0.01131310872733593,1.1827630996704102,-0.2003762423992157,-7.067758849524537e-16,3.6637359812630166e-15,2.030122192925245e-15,4.0840347355422253e-16,1.0785023819043118e-15,1.2371057013876537e-15,-0.20792494356264984,-0.20792494356264984,-0.044863330697920055,-0.010442683168705197,-1.180557756576144,0.0,-2.785927814813639,-2.785927814813639,-1.1264656581025667,-0.15221869329253318,-4.243507807103541,0.0,42.03101594620535,42.03101594620535,5.4014517255530965,3.218187963512874,433.0792161640653,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.1560408699990809,0.12488820981444815,False,False,False,False,False,False,0
0.080419149,1772663219.6495976,-0.03704371675848961,0.9417625665664673,2.1010820865631104,-0.01131310872733593,1.1827630996704102,-0.2003762423992157,-7.067758849524537e-16,3.6637359812630166e-15,2.030122192925245e-15,4.0840347355422253e-16,1.0785023819043118e-15,1.2371057013876537e-15,-0.2636434998589226,-0.2636434998589226,-0.061087,-0.01348705703455586,-1.2654279127182149,0.0,-2.1708514039954805,-2.1708514039954805,-1.0256120089499148,-0.11840729409917704,0.1336140573910598,0.0,30.75382054090792,30.75382054090792,5.042682457632598,1.6905699596678074,218.85609322473005,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.1560408699990809,0.12488820981444815,False,False,False,False,False,False,0
0.100381045,1772663219.6695595,-0.03704371675848961,0.9417625665664673,2.1010820865631104,-0.01131310872733593,1.1827630996704102,-0.2003762423992157,-7.067758849524537e-16,3.6637359812630166e-15,2.030122192925245e-15,4.0840347355422253e-16,1.0785023819043118e-15,1.2371057013876537e-15,-0.3070605279388322,-0.3070605279388322,-0.061087,-0.015855202916539402,-1.2627556315703936,0.0,-1.6265567303118442,-1.6265567303118442,-1.0137211517659184,-0.10697208939094918,1.869957826671664,0.0,27.21473368418181,27.21473368418181,0.5945428591998202,0.5717602354113926,86.8171884640302,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.1560408699990809,0.12488820981444815,False,False,False,False,False,False,0
0.120417305,1772663219.689596,-0.03704371675848961,0.9417625665664673,2.1010820865631104,-0.01131310872733593,1.1827630996704102,-0.2003762423992157,-7.067758849524537e-16,3.6637359812630166e-15,2.030122192925245e-15,4.0840347355422253e-16,1.0785023819043118e-15,1.2371057013876537e-15,-0.3395916625450691,-0.3395916625450691,-0.061087,-0.017994644704358388,-1.2253564750369603,0.0,-1.179304334710154,-1.179304334710154,-1.0030423980365115,-0.10362752108794615,2.2448456420181278,0.0,22.36261978008451,22.36261978008451,0.5339376864703426,0.16722841515015155,18.74439076732318,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.1560408699990809,0.12488820981444815,False,False,False,False,False,False,0
0.140775963,1772663219.7099545,-0.03465837985277176,0.9282616376876831,2.0808775424957275,-0.01131310872733593,1.1794074773788452,-0.2003762423992157,0.04252687841653824,-0.2403693050146103,-0.35973218083381653,4.0840347355422253e-16,-0.05992112308740616,1.2371057013876537e-15,-0.3631777492392722,-0.3631777492392722,-0.061087,-0.02006719512611731,-1.1804595621965979,0.0,-0.8402333973860376,-0.8402333973860376,-0.9937764805198713,-0.10418694310771709,2.061313802890186,0.0,16.953546866205823,16.953546866205823,0.4632958758320096,-0.02797110098854695,-9.17659195639709,0.0,0.4035246874735164,-0.015604086999908045,0.28751117901855516,0.35,0.0,0.3,-0.25,0.11200100948279526,0.14253431696643842,False,False,False,False,False,False,0
0.160282007,1772663219.7294605,-0.03465837985277176,0.9282616376876831,2.0808775424957275,-0.01131310872733593,1.1794074773788452,-0.2003762423992157,0.04252687841653824,-0.2403693050146103,-0.35973218083381653,4.0840347355422253e-16,-0.05992112308740616,1.2371057013876537e-15,-0.379982417186993,-0.379982417186993,-0.061087,-0.022150933988271653,-1.1392332861387942,0.0,-0.5950989379564794,-0.5950989379564794,-0.986248036368767,-0.10615487165948467,1.7103289230346315,0.0,12.2567229714779,12.2567229714779,0.3764222075552156,-0.0983964275883791,-17.549243992777715,0.0,0.40166657413821577,-0.014574972012541355,0.2880597195551087,0.35,0.0,0.3,-0.25,0.10170985960912834,0.13704891160090332,False,False,False,False,False,False,0
0.180421286,1772663219.7495997,-0.03465837985277176,0.9282616376876831,2.0808775424957275,-0.01131310872733593,1.1794074773788452,-0.2003762423992157,0.04252687841653824,-0.2403693050146103,-0.35973218083381653,4.0840347355422253e-16,-0.05992112308740616,1.2371057013876537e-15,-0.39188439594612257,-0.39188439594612257,-0.061087,-0.024274031421461346,-1.1050267076781015,0.0,-0.42148847616607543,-0.42148847616607543,-0.9802905275502977,-0.10825880364112203,1.3514183861694704,0.0,8.680523089520202,8.680523089520202,0.29787544092346757,-0.10519659908186796,-17.94552684325806,0.0,0.40166657413821577,-0.014574972012541355,0.2880597195551087,0.35,0.0,0.3,-0.25,0.10170985960912834,0.13704891160090332,False,False,False,False,False,False,0
0.202614375,1772663219.771793,-0.03465837985277176,0.9282616376876831,2.0808775424957275,-0.01131310872733593,1.1794074773788452,-0.2003762423992157,0.04252687841653824,-0.2403693050146103,-0.35973218083381653,4.0840347355422253e-16,-0.05992112308740616,1.2371057013876537e-15,-0.4003141654694441,-0.4003141654694441,-0.061087,-0.026439207494283787,-1.0779983399547122,0.0,-0.29928140881853316,-0.29928140881853316,-0.9755696773710132,-0.10993182233620538,1.0397410765088466,0.0,6.110353367377117,6.110353367377117,0.23604250896422385,-0.08365093475416756,-15.583865483031197,0.0,0.40166657413821577,-0.014574972012541355,0.2880597195551087,0.35,0.0,0.3,-0.25,0.10170985960912834,0.13704891160090332,False,True,True,False,False,False,0
