time,des_x,des_y,des_z,act_x,act_y,act_z,err_x,err_y,err_z,cmd_x,cmd_y,cmd_z,vel_mag
0.0,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.020129175,0.020544874519777108,0.25177305309504217,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,5.057516300893683e-08,5.057370683347884e-08,0.0,0.0,0.0,0.0,0.0
0.039998657,0.020545220711927326,0.25177339924354086,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,3.967673132265759e-07,3.967222055312192e-07,0.0,0.0,0.0,0.0,0.0
0.060040995,0.020546165606535164,0.25177434383957775,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,1.3416619210650238e-06,1.3413182424204528e-06,0.0,0.0,0.0,0.0,0.0
0.080294403,0.020548031788442864,0.25177620889561925,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,3.2078438287654054e-06,3.2063742839150144e-06,0.0,0.0,0.0,0.0,0.0
0.10009922,0.020551036509071963,0.2517792106628333,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,6.212564457864361e-06,6.2081414979875404e-06,0.0,0.0,0.0,0.0,0.0
0.120113636,0.020555552357085966,0.2517837199367085,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,1.0728412471867205e-05,1.0717415373173722e-05,0.0,0.0,0.0,0.0,0.0
0.14006294,0.02056182472174277,0.25178997960401656,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,1.7000777128670097e-05,1.697708268122433e-05,0.0,0.0,0.0,0.0,0.0
0.160058945,0.020570177500829324,0.2517983099352494,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,2.5353556215225448e-05,2.530741391404412e-05,0.0,0.0,0.0,0.0,0.0
0.180083038,0.02058090480739931,0.2518090002674839,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,3.6080862785212164e-05,3.5997746148541676e-05,0.0,0.0,0.0,0.0,0.0
0.200069084,0.020594257120605197,0.2518222951557475,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,4.94331759910982e-05,4.9292634412168024e-05,0.0,0.0,0.0,0.0,0.0
0.220089024,0.020610567477901968,0.2518385198857227,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,6.574353328786878e-05,6.551736438736855e-05,0.0,0.0,0.0,0.0,0.0
0.240097427,0.020630086795714292,0.25185791633615356,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,8.526285110019294e-05,8.491381481823268e-05,0.0,0.0,0.0,0.0,0.0
0.260215265,0.020653239627973982,0.2518808969600775,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.00010841568335988316,0.00010789443874215099,0.0,0.0,0.0,0.0,0.0
0.280240857,0.020680076857358204,0.2519075013187221,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.0001352529127441049,0.00013449879738675063,0.0,0.0,0.0,0.0,0.0
0.30017002,0.020710811427346605,0.25193792836054957,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.00016598748273250613,0.0001649258392142361,0.0,0.0,0.0,0.0,0.0
0.320227792,0.020746070098094222,0.2519727839691709,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.00020124615348012312,0.0001997814478355564,0.0,0.0,0.0,0.0,0.0
0.340127964,0.020785603510051272,0.25201180538377815,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.00024077956543717277,0.00023880286244282178,0.0,0.0,0.0,0.0,0.0
0.360165497,0.020830251728018976,0.25205580327266375,0.2222439207836698,0.0205448239446141,0.25177300252133533,0.2222439207836698,0.000285427783404877,0.00028280075132841587,0.0,0.0,0.0,0.0,0.0
0.380005491,0.020879499501824682,0.2521042496658077,0.2222439207836698,0.020657971638572345,0.2516239558547886,0.22262690189620007,0.0002215278632523368,0.00048029381101910573,-0.00038298111253026734,0.0,0.0,0.0,0.0
0.40019154,0.02093500757323202,0.25215875401296667,0.2222439207836698,0.020657971638572345,0.2516239558547886,0.22262690189620007,0.00027703593465967444,0.0005347981581780847,-0.00038298111253026734,0.0,0.0,0.0,0.0
0.420109482,0.02099536459408848,0.2522179044161346,0.2222439207836698,0.020657971638572345,0.2516239558547886,0.22262690189620007,0.0003373929555161338,0.000593948561346036,-0.00038298111253026734,0.0,0.0,0.0,0.0
0.440172282,0.02106201309521802,0.25228308722582304,0.2222439207836698,0.020657971638572345,0.2516239558547886,0.22262690189620007,0.0004040414566456735,0.0006591313710344604,-0.00038298111253026734,0.0,0.0,0.0,0.0
0.460170912,0.02113453051390454,0.25235385758662177,0.2222439207836698,0.020657971638572345,0.2516239558547886,0.22262690189620007,0.00047655887533219407,0.0007299017318331824,-0.00038298111253026734,0.0,0.0,0.0,0.0
0.480101384,0.021213071506040123,0.25243033443191937,0.2222439207836698,0.020912266679511834,0.25144606435278116,0.22274846803039453,0.0003008048265282885,0.0009842700791382053,-0.0005045472467247181,0.0,0.0,0.0,0.0
0.50016361,0.02129867932894594,0.25251349634009845,0.2222439207836698,0.020912266679511834,0.25144606435278116,0.22274846803039453,0.00038641264943410636,0.001067431987317291,-0.0005045472467247181,0.0,0.00190688237881992,0.0,0.00190688237881992
