t,x,v_real
0.0400376560000002,0.26151193036096465,0.0
0.06014302000000016,0.26151193036096465,0.0
0.08002847000000002,0.26151193036096465,0.0
0.10014404700000012,0.2618110155481247,0.014868337466036413
0.1201398130000002,0.2618110155481247,0.0
0.1401618400000002,0.2618110155481247,0.0
0.16009138600000017,0.2618110155481247,0.0
0.180021247,0.2618110155481247,0.0
0.20012822200000002,0.2627096644324699,0.04469339044511712
0.22013471100000004,0.2627096644324699,0.0
0.24021352800000018,0.2627096644324699,0.0
0.2600525770000002,0.2627096644324699,0.0
0.28010403800000017,0.2627096644324699,0.0
0.30005715700000013,0.2637993776765353,0.05461367939846262
0.32004646800000014,0.2637993776765353,0.0
0.34014069700000005,0.2637993776765353,0.0
0.3602179160000001,0.2637993776765353,0.0
0.37998716200000016,0.2637993776765353,0.0
0.4001117980000002,0.2642287417753043,0.02133524794033718
0.420181012,0.2642287417753043,0.0
0.4400897060000002,0.2642287417753043,0.0
0.460142048,0.2642287417753043,0.0
0.4799458430000001,0.2642287417753043,0.0
0.500027381,0.2650472954992083,0.0407615056129663
0.5200176780000001,0.2650472954992083,0.0
0.5401161440000002,0.2650472954992083,0.0
0.560180589,0.2650472954992083,0.0
0.5800667620000002,0.2650472954992083,0.0
0.6000038760000002,0.2659323703115291,0.04439332655272014
0.6201714170000001,0.2659323703115291,0.0
0.6401284060000001,0.2659323703115291,0.0
0.6600829030000002,0.2659323703115291,0.0
0.6800455440000002,0.2659323703115291,0.0
0.699958724,0.2663854849230146,0.02275450789303912
0.7200014100000001,0.2663854849230146,0.0
0.7400008120000001,0.2663854849230146,0.0
0.7599739650000001,0.2663854849230146,0.0
0.7799874610000002,0.2663854849230146,0.0
0.8000092820000002,0.26697356541951284,0.02937197852773835
0.8199783270000001,0.26697356541951284,0.0
0.8401962570000001,0.26697356541951284,0.0
0.8599720080000002,0.26697356541951284,0.0
0.8799953250000001,0.26697356541951284,0.0
0.899895133,0.26725805408629466,0.014296050835356046
0.9199725490000001,0.26725805408629466,0.0
0.9399953650000001,0.26725805408629466,0.0
0.9598992700000002,0.26725805408629466,0.0
0.979925162,0.26725805408629466,0.0
0.9998986170000002,0.26756266670374845,0.015250872593339012
1.0198726170000003,0.26756266670374845,0.0
1.0400015260000002,0.26756266670374845,0.0
1.060036137,0.26756266670374845,0.0
1.0799962340000002,0.26756266670374845,0.0
1.0999811790000003,0.26789956726123487,0.016857717521185006
1.1199819090000003,0.26789956726123487,0.0
1.1400092600000002,0.26789956726123487,0.0
1.160030668,0.26789956726123487,0.0
1.1799766790000001,0.26789956726123487,0.0
1.199901186,0.26842770854813297,0.026507119443311862
1.219918817,0.26842770854813297,0.0
1.239974197,0.26842770854813297,0.0
1.2598788,0.26842770854813297,0.0
1.279889362,0.26842770854813297,0.0
1.299934179,0.2690543847049052,0.03126375046338677
1.3199166790000003,0.2690543847049052,0.0
1.339954234,0.2690543847049052,0.0
1.3599599750000002,0.2690543847049052,0.0
1.3798843180000002,0.2690543847049052,0.0
1.3998652850000002,0.26988527045452115,0.04158386076189055
1.419959654,0.26988527045452115,0.0
1.43988148,0.26988527045452115,0.0
1.45992055,0.26988527045452115,0.0
1.480008427,0.26988527045452115,0.0
1.4999418580000001,0.2706771058894325,0.03972399106362288
1.5199697160000003,0.2706771058894325,0.0
