time,time_abs,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,q_des1,q_des2,q_des3,q_des4,q_des5,q_des6,qd_des1,qd_des2,qd_des3,qd_des4,qd_des5,qd_des6,qdd_des1,qdd_des2,qdd_des3,qdd_des4,qdd_des5,qdd_des6,px,py,pz,px_des,py_des,pz_des,cmd_x,cmd_y,cmd_z,sat1,sat2,sat3,sat4,sat5,sat6,pert_enabled
0.020360346,1772663211.8861172,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,0.0,0.0,0.0,0.0,0.0,0.0,-6.959996380865218,-6.959996380865218,-1.008671869702779,-0.30555171499793077,-16.02316529057437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.040481894,1772663211.9062388,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.13919992761730435,-0.13919992761730435,-0.02017343739405558,-0.006111034299958616,-0.32046330581148735,0.0,-4.274211281116906,-4.274211281116906,-0.9579262409016807,-0.20678577695937211,8.692973472726456,0.0,134.2892549874156,134.2892549874156,2.537281440054917,4.938296901927933,1235.8069381650412,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.060355296,1772663211.926112,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.22468415323964247,-0.22468415323964247,-0.03933196221208919,-0.010246749839146058,-0.14660383635695823,0.0,-2.2098003721911956,-2.2098003721911956,-0.691085767898652,-0.053686004528164646,17.64330891176676,0.0,103.22054544628551,103.22054544628551,13.342023650151436,7.654988621560374,447.5167719520152,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.080418412,1772663211.9461753,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.2688801606834664,-0.2688801606834664,-0.05315367757006223,-0.01132046992970935,0.2062623418783769,0.0,-0.4292050184452781,-0.4292050184452781,-0.4853832444484714,0.20386089014849076,24.018322136048923,0.0,89.02976768729589,89.02976768729589,10.285126172509027,12.877344733832773,318.7506612141082,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.100351718,1772663211.9661083,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.27746426105237193,-0.27746426105237193,-0.061087,-0.007243252126739535,0.6866287845993555,0.0,0.9396964471966567,0.9396964471966567,-0.6415052535580638,0.8956053512540408,29.873148585670386,0.0,68.44507328209673,68.44507328209673,-7.806100455479616,34.5872230552775,292.7413224810731,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.120354064,1772663211.986111,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.2586703321084388,-0.2586703321084388,-0.061087,0.010668854898341285,1.2840917563127632,0.0,-3.1417980902264384,-3.1417980902264384,-0.1299265208798436,-1.2845661184771184,-33.3877941954986,0.0,-204.07472687115472,-204.07472687115472,25.578936633911002,-109.00857348655795,-3163.0471390584485,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.140388752,1772663212.0061455,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.32150629391296753,-0.32150629391296753,-0.061087,-0.015022467471201072,0.6163358724027915,0.0,1.8146767391213694,1.8146767391213694,-0.8250210826691344,1.6707976822394175,33.578389226103475,0.0,247.82374146739053,247.82374146739053,-34.75472808946456,147.76819003582688,3348.309171080105,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.160403814,1772663212.0261607,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.2852127591305401,-0.2852127591305401,-0.061087,0.01839348617358731,1.2879036569248616,0.0,-2.7476698982147996,-2.7476698982147996,0.18333024813090323,-2.0375330493040136,-34.12121435368942,0.0,-228.11733186680826,-228.11733186680826,50.417566540001836,-185.4165365771714,-3384.9801789896414,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.180370377,1772663212.046127,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.3401661570948361,-0.3401661570948361,-0.05742039503738194,-0.022357174812492945,0.6054793698510736,0.0,2.1350588728594344,2.1350588728594344,-1.1049216816245677,2.4709452478391465,34.00384342259122,0.0,244.13643855371183,244.13643855371183,-64.41259648777357,225.4239148571581,3406.2528888140337,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,False,False,False,False,0
0.200253585,1772663212.0660105,-0.06344544887542725,0.8582200407981873,1.9271131753921509,-0.010929613374173641,1.0959174633026123,-0.21437381207942963,-7.43452940964157e-16,3.695456518104743e-15,1.871518873441903e-15,4.0642094000161463e-16,1.3005469868293431e-15,1.2371057013876537e-15,-0.29746497963764745,-0.29746497963764745,-0.061087,0.027061730144289958,1.2855562383028976,0.0,-2.553954970826373,-2.553954970826373,0.5374185307893414,-2.889571413759198,-34.22848703411664,0.0,-234.4506921842905,-234.4506921842905,82.1170106206955,-268.0258330799174,-3411.6165228353943,0.0,0.39036844469134485,-0.025403709334337887,0.2786794018101305,0.5,0.0,0.3,0.25,0.25,0.21320598189869472,False,False,True,False,False,False,0
