time,time_abs,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,q_des1,q_des2,q_des3,q_des4,q_des5,q_des6,qd_des1,qd_des2,qd_des3,qd_des4,qd_des5,qd_des6,qdd_des1,qdd_des2,qdd_des3,qdd_des4,qdd_des5,qdd_des6,px,py,pz,px_des,py_des,pz_des,cmd_x,cmd_y,cmd_z,sat1,sat2,sat3,sat4,sat5,sat6,pert_enabled
0.020291468,1772666266.434838,-0.061792582273483276,0.10309884697198868,0.962726354598999,-0.01284708920866251,0.8225972056388855,-0.03374757617712021,-4.0443837997922714e-16,1.6217185870221243e-15,-2.537652741156556e-16,9.099863417183713e-16,0.0,3.2127078775090467e-15,0.0,0.0,0.0,0.0,0.0,0.0,-6.680893620708526,-6.680893620708526,-1.0086718294861852,-0.30555170161392037,-60.1692898887514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2516262473286466,-0.016155844277964196,0.2975264979426489,0.28,0.0,0.3,0.25,0.1615584427796419,0.024735020573510853,False,False,False,False,False,False,0
0.040338179,1772666266.4548848,-0.061792582273483276,0.10309884697198868,0.962726354598999,-0.01284708920866251,0.8225972056388855,-0.03374757617712021,-4.0443837997922714e-16,1.6217185870221243e-15,-2.537652741156556e-16,9.099863417183713e-16,0.0,3.2127078775090467e-15,-0.13361787241417053,-0.13361787241417053,-0.020173436589723703,-0.006111034032278408,-1.203385797775028,0.0,-2.3185965656792447,-2.3185965656792447,-1.2993600046890426,-0.20011202101705494,-22.863360796556403,0.0,218.114852751464,218.114852751464,-14.534408760142869,5.271984029843272,1865.29645460975,0.0,0.2516262473286466,-0.016155844277964196,0.2975264979426489,0.28,0.0,0.3,0.25,0.1615584427796419,0.024735020573510853,False,False,False,False,False,False,0
0.060235496,1772666266.474782,-0.061792582273483276,0.10309884697198868,0.962726354598999,-0.01284708920866251,0.8225972056388855,-0.03374757617712021,-4.0443837997922714e-16,1.6217185870221243e-15,-2.537652741156556e-16,9.099863417183713e-16,0.0,3.2127078775090467e-15,-0.17998980372775542,-0.17998980372775542,-0.046160636683504556,-0.010113274452619506,-1.6606530137061561,0.0,-1.1596716860585714,-1.1596716860585714,-1.0984130438399204,-0.1936923448323109,-18.06352728852518,0.0,57.94624398103366,57.94624398103366,10.047348042456106,0.32098380923720193,239.9916754015612,0.0,0.2516262473286466,-0.016155844277964196,0.2975264979426489,0.28,0.0,0.3,0.25,0.1615584427796419,0.024735020573510853,False,False,False,False,False,False,0
0.080208297,1772666266.4947548,-0.061792582273483276,0.10309884697198868,0.962726354598999,-0.01284708920866251,0.8225972056388855,-0.03374757617712021,-4.0443837997922714e-16,1.6217185870221243e-15,-2.537652741156556e-16,9.099863417183713e-16,0.0,3.2127078775090467e-15,-0.20318323744892683,-0.20318323744892683,-0.061087,-0.013987121349265724,-2.02192355947666,0.0,-0.3590766275784502,-0.3590766275784502,-0.8259155278102894,-0.43237387843608693,-16.28475713266305,0.0,40.02975292400606,40.02975292400606,13.624875801481553,-11.934076680188804,88.93850779310651,0.0,0.2516262473286466,-0.016155844277964196,0.2975264979426489,0.28,0.0,0.3,0.25,0.1615584427796419,0.024735020573510853,False,False,False,False,False,False,0
0.100259781,1772666266.5148063,-0.061200082302093506,0.10450627654790878,0.9644827246665955,-0.01284708920866251,0.8227570056915283,-0.03374757617712021,0.01058035809546709,0.02513263188302517,0.031364429742097855,9.099863417183713e-16,0.002853386802598834,3.2127078775090467e-15,-0.21036477000049583,-0.21036477000049583,-0.061087,-0.022634598917987463,-2.1642,0.0,-0.925392864728878,-0.925392864728878,-0.7458231039710251,-1.056055476278468,-7.679477162205398,0.0,-28.315811857521382,-28.315811857521382,4.0046211919632135,-31.184079892119048,430.2639985228825,0.0,0.2519560610291359,-0.0160264597120023,0.2975777314913345,0.28,0.0,0.3,0.25,0.15849307071054858,0.02605101863704169,False,False,False,False,False,False,0
0.120227938,1772666266.5347745,-0.061200082302093506,0.10450627654790878,0.9644827246665955,-0.01284708920866251,0.8227570056915283,-0.03374757617712021,0.01058035809546709,0.02513263188302517,0.031364429742097855,9.099863417183713e-16,0.002853386802598834,3.2127078775090467e-15,-0.2288726272950734,-0.2288726272950734,-0.061087,-0.04375570844355683,-2.1642,0.0,-0.7836879522119514,-0.7836879522119514,-0.6130816791269541,-1.7561894184831484,-6.836519905807148,0.0,7.08524562584633,7.08524562584633,6.63707124220355,-35.006697110234015,42.14786281991247,0.0,0.2519560610291359,-0.0160264597120023,0.2975777314913345,0.28,0.0,0.3,0.25,0.15849307071054858,0.02605101863704169,False,False,False,False,False,False,0
0.140131474,1772666266.554678,-0.061200082302093506,0.10450627654790878,0.9644827246665955,-0.01284708920866251,0.8227570056915283,-0.03374757617712021,0.01058035809546709,0.02513263188302517,0.031364429742097855,9.099863417183713e-16,0.002853386802598834,3.2127078775090467e-15,-0.24454638633931242,-0.24454638633931242,-0.061087,-0.07887949681321978,-2.1642,0.0,-0.6614828222932347,-0.6614828222932347,-0.40520410925987416,-2.8233561277599795,-6.178019625302935,0.0,6.110256495935837,6.110256495935837,10.393878493354002,-53.358335463841584,32.9250140252107,0.0,0.2519560610291359,-0.0160264597120023,0.2975777314913345,0.28,0.0,0.3,0.25,0.15849307071054858,0.02605101863704169,False,False,False,False,False,False,0
0.160187745,1772666266.5747344,-0.061200082302093506,0.10450627654790878,0.9644827246665955,-0.01284708920866251,0.8227570056915283,-0.03374757617712021,0.01058035809546709,0.02513263188302517,0.031364429742097855,9.099863417183713e-16,0.002853386802598834,3.2127078775090467e-15,-0.25777604278517713,-0.25777604278517713,-0.061087,-0.1353466193684194,-2.1642,0.0,-0.5697241274611076,-0.5697241274611076,-0.10545294884039143,-4.338972365192567,-5.613739284727913,0.0,4.587934741606355,4.587934741606355,14.987558020974124,-75.78081187162931,28.214017028751055,0.0,0.2519560610291359,-0.0160264597120023,0.2975777314913345,0.28,0.0,0.3,0.25,0.15849307071054858,0.02605101863704169,False,False,False,False,False,False,0
0.180215404,1772666266.594762,-0.061200082302093506,0.10450627654790878,0.9644827246665955,-0.01284708920866251,0.8227570056915283,-0.03374757617712021,0.01058035809546709,0.02513263188302517,0.031364429742097855,9.099863417183713e-16,0.002853386802598834,3.2127078775090467e-15,-0.2691705253343993,-0.2691705253343993,-0.061087,-0.2221260666722707,-2.1642,0.0,-0.521970977379929,-0.521970977379929,0.25956579654498924,-6.148304969650253,-5.035595460177014,0.0,2.387657504058928,2.387657504058928,18.25093726926904,-90.46663022288435,28.907191227544985,0.0,0.2519560610291359,-0.0160264597120023,0.2975777314913345,0.28,0.0,0.3,0.25,0.15849307071054858,0.02605101863704169,False,False,False,False,False,False,0
0.200213422,1772666266.61476,-0.042807649821043015,0.13640348613262177,1.0031121969223022,-0.013230584561824799,0.828988790512085,-0.016106797382235527,0.2248925417661667,0.3970544934272766,0.47440409660339355,0.0308165792375803,0.08845499157905579,0.2465326339006424,-0.27960994488199786,-0.27960994488199786,-0.05589568406910022,-0.3450921660652757,-2.1642,0.0,-0.5195561174624405,-0.5195561174624405,0.5405600687267968,-7.590819927522937,-4.374241492522101,0.0,0.12074299587442888,0.12074299587442888,14.049713609090388,-72.12574789363426,33.067698382745654,0.0,0.2591223645350722,-0.01170702221846854,0.2983570211914468,0.28,0.0,0.3,0.25,0.09319305158844987,0.04375562293679336,False,False,True,False,False,False,0
0.220296681,1772666266.634843,-0.042807649821043015,0.13640348613262177,1.0031121969223022,-0.013230584561824799,0.828988790512085,-0.016106797382235527,0.2248925417661667,0.3970544934272766,0.47440409660339355,0.0308165792375803,0.08845499157905579,0.2465326339006424,-0.2900010672312467,-0.2900010672312467,-0.045084482694564276,-0.4969085646157346,-2.1642,0.0,-0.5392359556638399,-0.5392359556638399,0.5854824130300336,-7.832221133769679,-3.6328120515830884,0.0,-0.9839919100699692,-0.9839919100699692,2.246117215161834,-12.070060312337095,37.071472046950596,0.0,0.2591223645350722,-0.01170702221846854,0.2983570211914468,0.28,0.0,0.3,0.25,0.09319305158844987,0.04375562293679336,False,False,True,False,False,False,0
